date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:01	163036/163036	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:01%20GMT	https://app-sorteos.com/es/apps/tirar-dado-online	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/tirar-dado-online.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:02	179943/179943	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:01%20GMT	https://app-sorteos.com/es/apps/sortear-grupos-online	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sortear-grupos-online.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:02	174801/174801	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:01%20GMT	https://app-sorteos.com/es/apps/sortear-numeros-online	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sortear-numeros-online.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:02	167297/167297	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:01%20GMT	https://app-sorteos.com/es/apps/letras-para-instagram	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/letras-para-instagram.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:02	165095/165095	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:02%20GMT	https://app-sorteos.com/es/apps/cara-o-cruz	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/cara-o-cruz.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:02	161677/161677	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:02%20GMT	https://app-sorteos.com/es/apps/generador-bases-legales	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/generador-bases-legales.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:03	172482/172482	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:02%20GMT	https://app-sorteos.com/es/apps/calculadora-de-engagement	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/calculadora-de-engagement.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:03	162266/162266	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:02%20GMT	https://app-sorteos.com/es/apps/generador-de-hashtags	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/generador-de-hashtags.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:03	9267/9267	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4d-2433%22	https://app-sorteos.com/img/apps/wheel-center-logo-default.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/apps/wheel-center-logo-default.jpg	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:03	215188/215188	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:03%20GMT	https://app-sorteos.com/es/apps/la-ruleta-decide?ref=wheel_watermark	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/la-ruleta-decide59fb.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:03	4219/4219	---M--	200	added ('OK')	image/png	etag:%226690eb4d-107b%22	https://app-sorteos.com/img/apps/wheel-modal-exchange.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/apps/wheel-modal-exchange.png	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:04	210640/210640	---MCZ	200	added ('OK')	text/javascript	etag:W/%22336d0-g/6wprihOkYe7HpMswOVDodT6lU%22	https://platform-api.sharethis.com/js/sharethis.js	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/platform-api.sharethis.com/js/sharethis.js	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:04	150534/150534	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:04%20GMT	https://app-sorteos.com/es/apps/contador-de-palabras	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/contador-de-palabras.html	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:04	258795/258795	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674879e7-3f2eb%22	https://app-sorteos.com/js/all.front.compiled.js?1732803047	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/all.front.compiled88ba.js	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:05	142344/142344	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674879e7-22c08%22	https://app-sorteos.com/js/frontend.bundle.js?1732803047	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/frontend.bundle88ba.js	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:05	211540/211540	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674879e8-33a54%22	https://app-sorteos.com/js/all.wheel.v2.compiled.js?1732803048	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/all.wheel.v2.compiledbb60.js	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:05	8993/8993	---MCZ	200	added ('OK')	application/javascript	etag:W/%224138a5b1014ef329ccf608f46f48b303%22	https://stpd.cloud/assets/stpdwrapper.js	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/stpd.cloud/assets/stpdwrapper.js	(from https://app-sorteos.com/es/apps/la-ruleta-decide)
11:51:05	3690/3690	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-e6a%22	https://app-sorteos.com/img/landings/giveaways-bg.jpeg?v=2	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landings/giveaways-bg5e1f.jpg	(from https://app-sorteos.com/css/all.front.compiled.css?1732803047)
11:51:06	30924/30924	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2267487812-78cc%22	https://app-sorteos.com/font/rafflys-icons/fonts/fa-icons.eot	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/font/rafflys-icons/fonts/fa-icons.eot	(from https://app-sorteos.com/font/rafflys-icons/styles.css?v=1.13)
11:51:06	30924/30924	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2267487812-78cc%22	https://app-sorteos.com/font/rafflys-icons/fonts/fa-icons.eot?	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/font/rafflys-icons/fonts/fa-iconsd41d.eot	(from https://app-sorteos.com/font/rafflys-icons/styles.css?v=1.13)
11:51:06	19216/19216	---M--	200	added ('OK')	font/woff	etag:%2267487812-4b10%22	https://app-sorteos.com/font/rafflys-icons/fonts/fa-icons.woff?v=1.13	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/font/rafflys-icons/fonts/fa-icons8a25.woff	(from https://app-sorteos.com/font/rafflys-icons/styles.css?v=1.13)
11:51:06	30760/30760	---M--	200	added ('OK')	application/octet-stream	etag:%2267487812-7828%22	https://app-sorteos.com/font/rafflys-icons/fonts/fa-icons.ttf	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/font/rafflys-icons/fonts/fa-icons.ttf	(from https://app-sorteos.com/font/rafflys-icons/styles.css?v=1.13)
11:51:07	76246/76246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267487812-129d6%22	https://app-sorteos.com/font/rafflys-icons/fonts/fa-icons.svg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/font/rafflys-icons/fonts/fa-icons.svg	(from https://app-sorteos.com/font/rafflys-icons/styles.css?v=1.13)
11:51:07	168543/168543	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-2925f%22	https://app-sorteos.com/img/sharing/apps/instagram_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/instagram_es.jpg	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:07	10012/10012	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-271c%22	https://app-sorteos.com/img/mesh.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/mesh.jpg	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:07	176313/176313	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:07%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz0	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuenta272c.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:08	176313/176313	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:07%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=business	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuenta80f1.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:08	176313/176313	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:07%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz3	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuenta6062.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:08	176313/176313	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:08%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz4	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuentac32f.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:08	176313/176313	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:08%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz2	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuenta7949.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:09	176313/176313	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:08%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz1	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuenta8cb6.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:09	183988/183988	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:08%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram?ref=related-apps	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram19c6.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:09	173344/173344	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:09%20GMT	https://app-sorteos.com/es/apps/sorteo-twitter?ref=related-apps	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-twitter19c6.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:09	168330/168330	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:09%20GMT	https://app-sorteos.com/es/apps/sorteo-tiktok?ref=related-apps	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-tiktok19c6.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:10	215188/215188	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:09%20GMT	https://app-sorteos.com/es/apps/la-ruleta-decide?ref=related-apps	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/la-ruleta-decide19c6.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:10	176221/176221	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:09%20GMT	https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-instagram-multicuenta.html	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:10	24303/24303	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-5eef%22	https://app-sorteos.com/js/landings/igbiz.26c1110957babaa260791.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/igbiz.26c1110957babaa26079177bd.js	(from https://app-sorteos.com/es/apps/sorteo-instagram)
11:51:10	170197/170197	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-298d5%22	https://app-sorteos.com/img/sharing/apps/facebook_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/facebook_es.jpg	(from https://app-sorteos.com/es/apps/sorteo-facebook)
11:51:11	12133/12133	---M--	200	added ('OK')	image/jpeg	etag:%221661336203%22	https://img.youtube.com/vi/WijgwPhhguY/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/WijgwPhhguY/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sorteo-facebook)
11:51:11	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bf4d7e404cacc6de161c227d5705ea28%22	https://connect.facebook.net/en_US/sdk.js?v=1	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/connect.facebook.net/en_US/sdk3860.js	(from https://app-sorteos.com/es/apps/sorteo-facebook)
11:51:11	20526/20526	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266993bc2-502e%22	https://app-sorteos.com/js/landings/facebook.js?1721318338	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/facebook0954.js	(from https://app-sorteos.com/es/apps/sorteo-facebook)
11:51:12	152027/152027	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-251db%22	https://app-sorteos.com/img/sharing/apps/random-name_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/random-name_es.jpg	(from https://app-sorteos.com/es/apps/sorteados)
11:51:12	191977/191977	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:11%20GMT	https://app-sorteos.com/es/apps/sorteo-facebook?ref=related-apps	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sorteo-facebook19c6.html	(from https://app-sorteos.com/es/apps/sorteados)
11:51:12	12519/12519	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5f09-30e7%22	https://app-sorteos.com/js/apps/random-picker-pro.js?1721655049	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/apps/random-picker-prod631.js	(from https://app-sorteos.com/es/apps/sorteados)
11:51:13	156466/156466	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4f-26332%22	https://app-sorteos.com/img/sharing/apps/twitter_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/twitter_es.jpg	(from https://app-sorteos.com/es/apps/sorteo-twitter)
11:51:13	9426/9426	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-24d2%22	https://app-sorteos.com/js/landings/tw.96c1110957babaa26331.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/tw.96c1110957babaa2633177bd.js	(from https://app-sorteos.com/es/apps/sorteo-twitter)
11:51:13	163806/163806	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4f-27fde%22	https://app-sorteos.com/img/sharing/default_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/default_es.jpg	(from https://app-sorteos.com/es/apps/sorteo-combinado-instagram-facebook)
11:51:13	13315/13315	---M--	200	added ('OK')	image/jpeg	etag:%221709064548%22	https://img.youtube.com/vi/Qze4Flbnk6E/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/Qze4Flbnk6E/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sorteo-combinado-instagram-facebook)
11:51:14	18628/18628	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267475bc7-48c4%22	https://app-sorteos.com/js/mixins/social-networks-mixin.js?1732729799	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/mixins/social-networks-mixind566.js	(from https://app-sorteos.com/es/apps/sorteo-combinado-instagram-facebook)
11:51:14	36228/36228	---MCZ	200	added ('OK')	application/javascript	etag:W/%226746135e-8d84%22	https://app-sorteos.com/js/apps/multi-network.js?1732645726	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/apps/multi-network7dc8.js	(from https://app-sorteos.com/es/apps/sorteo-combinado-instagram-facebook)
11:51:14	151861/151861	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-25135%22	https://app-sorteos.com/img/sharing/apps/tiktok_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/tiktok_es.jpg	(from https://app-sorteos.com/es/apps/sorteo-tiktok)
11:51:15	16972/16972	---MCZ	200	added ('OK')	application/javascript	etag:W/%22672bce89-424c%22	https://app-sorteos.com/js/landings/tt.96c1110957babaa26331.js?1730924169	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/tt.96c1110957babaa26331c55e.js	(from https://app-sorteos.com/es/apps/sorteo-tiktok)
11:51:15	158611/158611	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4f-26b93%22	https://app-sorteos.com/img/sharing/apps/youtube_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/youtube_es.jpg	(from https://app-sorteos.com/es/apps/sorteo-youtube)
11:51:15	10931/10931	---M--	200	added ('OK')	image/jpeg	etag:%221691673127%22	https://img.youtube.com/vi/6QhGorK4fN4/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/6QhGorK4fN4/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sorteo-youtube)
11:51:15	11423/11423	---M--	200	added ('OK')	image/jpeg	etag:%221692041232%22	https://img.youtube.com/vi/QSySk8CY9sI/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/QSySk8CY9sI/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sorteo-youtube)
11:51:16	74153/74153	---M--	200	added ('OK')	image/jpeg	etag:%221692041232%22	https://img.youtube.com/vi/QSySk8CY9sI/maxresdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/QSySk8CY9sI/maxresdefault.jpg	(from https://app-sorteos.com/es/apps/sorteo-youtube)
11:51:16	6356/6356	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-18d4%22	https://app-sorteos.com/js/landings/yt.96c1110957babaa26331.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/yt.96c1110957babaa2633177bd.js	(from https://app-sorteos.com/es/apps/sorteo-youtube)
11:51:17	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Nov%202024%2015:51:16%20GMT	https://app-sorteos.com/img/sharing/apps/default_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/default_es.4d.delayed	(from https://app-sorteos.com/es/apps/sorteo-linkedin)
11:51:17	11051/11051	---M--	200	added ('OK')	image/jpeg	etag:%221719949240%22	https://img.youtube.com/vi/9ID8pyb0hsg/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/9ID8pyb0hsg/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sorteo-linkedin)
11:51:17	7038/7038	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c5da30-1b7e%22	https://app-sorteos.com/js/landings/lk.96c1110957babaa26331.js?1724242480	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/lk.96c1110957babaa26331110b.js	(from https://app-sorteos.com/es/apps/sorteo-linkedin)
